SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
6352,2116352,2024-04-10,No,7,30,E1,6.79,8.11,7.65,,7.65,19.44,12.67,-5.67,Yes,No,Male,Agency,2.0,SAP,SAP ABAP,Service,Hyderabad,27,Joined
6353,2116353,2024-02-27,No,18,30,E1,8.92,11.82,12.13,,12.13,32.51,35.99,2.62,No,Yes,Female,Agency,5.3,ERS,VLSI,Service,Bangalore,29,Joined
6354,2116354,2025-12-20,Yes,4,45,M1,16.9,24.6,24.87,25.65,25.65,45.56,47.16,1.1,No,No,Male,Agency,8.0,QA,API Testing,Service,Hyderabad,34,Joined
6355,2116355,2025-07-25,No,4,90,E3,16.89,20.39,23.76,26.04,26.04,20.72,40.67,16.53,No,No,Male,Naukri,6.4,ERS,Autosar,Startup,Chennai,31,Declined
6356,2116356,2025-06-02,No,10,60,E3,19.36,29.85,28.16,,28.16,54.18,45.45,-5.66,No,Yes,Male,Naukri,7.2,ERS,VLSI,Consulting,Mumbai,30,Declined
6357,2116357,2025-03-20,No,10,75,M1,16.31,22.02,19.7,,19.7,35.01,20.78,-10.54,No,No,Other,Employee Referral,8.0,SAP,SAP FICO,Startup,Bangalore,32,Declined
6358,2116358,2025-09-30,No,8,30,M1,40.61,58.22,55.11,56.4,56.4,43.36,35.71,-5.34,No,Yes,Male,Direct,8.7,Cybersecurity,GRC,Product,Pune,32,Joined
6359,2116359,2024-03-07,No,1,75,E3,18.53,22.64,20.68,22.59,22.59,22.18,11.6,-8.66,No,No,Male,Employee Referral,6.7,Cybersecurity,SOC,Service,Noida,30,Declined
6360,2116360,2025-12-25,No,14,75,E1,5.45,7.76,7.78,7.96,7.96,42.39,42.75,0.26,No,Yes,Male,LinkedIn,1.1,ERS,VLSI,Service,Hyderabad,25,Declined
6361,2116361,2025-01-16,No,12,90,E3,13.6,18.94,17.57,,17.57,39.26,29.19,-7.23,No,No,Male,Naukri,13.4,ERS,IoT,Captive,Chennai,37,Declined
6362,2116362,2025-05-11,Yes,8,45,E2,24.28,28.16,34.42,36.38,36.38,15.98,41.76,22.23,Yes,No,Female,Agency,9.2,SAP,SAP FICO,Product,Hyderabad,34,Joined
6363,2116363,2024-11-02,No,8,45,E2,10.43,14.88,15.3,15.7,15.7,42.67,46.69,2.82,No,No,Male,Direct,4.2,ERS,IoT,Product,Mumbai,26,Joined
6364,2116364,2024-12-03,No,13,60,E3,12.12,15.64,19.56,21.73,21.73,29.04,61.39,25.06,No,No,Male,Employee Referral,3.1,SAP,SAP MM,Service,Bangalore,30,Joined
6365,2116365,2025-11-17,No,22,45,M1,15.28,26.18,17.9,18.59,18.59,71.34,17.15,-31.63,No,No,Female,Direct,6.9,ERS,IoT,Service,Noida,32,Declined
6366,2116366,2025-09-09,Yes,18,75,E2,18.67,31.78,20.8,22.87,22.87,70.22,11.41,-34.55,No,No,Male,Employee Referral,9.5,Cybersecurity,SOC,Consulting,Bangalore,30,Accepted
6367,2116367,2024-02-11,No,8,45,E3,23.19,26.5,25.06,,25.06,14.27,8.06,-5.43,Yes,Yes,Male,Employee Referral,7.5,Cloud,DevOps,Consulting,Kochi,34,Joined
6368,2116368,2024-10-05,No,1,75,M1,34.72,47.32,52.29,,52.29,36.29,50.6,10.5,No,No,Male,Direct,10.0,Digital,Node.js,Startup,Hyderabad,36,Declined
6369,2116369,2024-11-22,No,19,30,E3,20.13,27.9,26.09,28.29,28.29,38.6,29.61,-6.49,No,Yes,Male,Campus,5.5,Cybersecurity,SOC,Product,Mumbai,29,Declined
6370,2116370,2024-11-28,Yes,19,60,E3,10.24,15.2,17.51,,17.51,48.44,71.0,15.2,No,No,Male,LinkedIn,6.1,QA,Manual Testing,Product,Chennai,27,Joined
6371,2116371,2025-07-26,No,1,75,E2,8.43,13.51,10.62,,10.62,60.26,25.98,-21.39,No,No,Male,Naukri,3.3,QA,Manual Testing,Service,Mumbai,27,Declined
6372,2116372,2025-11-01,No,12,90,E3,13.84,16.56,19.75,,19.75,19.65,42.7,19.26,No,No,Male,Employee Referral,6.1,Data,Data Engineering,Service,Chennai,28,Joined
6373,2116373,2024-01-24,No,19,60,E2,9.87,13.33,11.86,,11.86,35.06,20.16,-11.03,No,No,Male,Employee Referral,9.8,QA,Manual Testing,Service,Kochi,35,Joined
6374,2116374,2024-04-11,No,4,45,E2,16.59,18.74,20.9,,20.9,12.96,25.98,11.53,No,No,Male,Direct,9.1,Digital,React,Service,Pune,36,Declined
6375,2116375,2024-11-11,No,13,45,E1,6.57,9.05,10.63,,10.63,37.75,61.8,17.46,No,Yes,Female,Agency,0.8,Data,Power BI,Product,Pune,25,Accepted
6376,2116376,2025-03-14,No,13,60,E3,14.6,19.58,18.83,19.56,19.56,34.11,28.97,-3.83,No,Yes,Female,Employee Referral,3.6,INFRA,Windows Server,Product,Pune,26,Declined
6377,2116377,2025-09-13,No,21,90,E1,7.69,9.12,12.29,,12.29,18.6,59.82,34.76,No,Yes,Female,Employee Referral,3.4,QA,API Testing,Service,Pune,30,Joined
6378,2116378,2024-11-27,No,1,30,E2,13.81,19.92,23.44,24.05,24.05,44.24,69.73,17.67,Yes,No,Female,Naukri,5.5,Data,Power BI,Captive,Noida,30,Declined
6379,2116379,2025-07-10,No,3,75,E2,7.38,9.94,7.53,8.1,8.1,34.69,2.03,-24.25,No,Yes,Male,Agency,2.8,Data,Data Engineering,Service,Pune,25,Declined
6380,2116380,2024-06-14,No,12,30,M2,33.09,47.56,40.13,43.6,43.6,43.73,21.28,-15.62,Yes,Yes,Male,Agency,10.0,ERS,Autosar,Service,Pune,33,Accepted
6381,2116381,2024-09-23,No,11,90,E2,18.82,32.56,26.98,,26.98,73.01,43.36,-17.14,No,Yes,Male,LinkedIn,8.7,INFRA,Linux Admin,Product,Mumbai,34,Declined
6382,2116382,2025-12-22,No,1,60,E3,9.75,11.05,10.49,,10.49,13.33,7.59,-5.07,No,No,Male,LinkedIn,4.7,SAP,SAP ABAP,Service,Kochi,25,Declined
6383,2116383,2024-07-15,Yes,13,30,M2,32.26,48.15,43.82,,43.82,49.26,35.83,-8.99,No,Yes,Male,Direct,12.1,Data,Power BI,Service,Kochi,38,Joined
6384,2116384,2025-10-25,No,7,60,E2,7.38,9.81,8.17,8.68,8.68,32.93,10.7,-16.72,No,Yes,Male,Direct,2.6,SAP,SAP Basis,Service,Pune,27,Declined
6385,2116385,2025-11-04,No,5,30,E3,12.87,17.79,16.39,,16.39,38.23,27.35,-7.87,Yes,Yes,Male,Employee Referral,3.8,Data,SQL,Service,Pune,31,Declined
6386,2116386,2024-04-05,No,10,75,E2,6.55,10.3,7.34,,7.34,57.25,12.06,-28.74,No,Yes,Male,LinkedIn,2.4,SAP,SAP MM,Consulting,Kochi,27,Declined
6387,2116387,2024-08-09,No,5,60,E1,9.62,13.88,12.12,,12.12,44.28,25.99,-12.68,No,No,Male,Naukri,3.4,Data,ML,Consulting,Hyderabad,28,Declined
6388,2116388,2024-02-02,No,7,75,E2,13.33,17.98,15.7,,15.7,34.88,17.78,-12.68,No,No,Male,LinkedIn,4.4,Cloud,DevOps,Service,Hyderabad,25,No Show
6389,2116389,2024-10-08,No,16,90,E2,7.29,9.98,10.4,,10.4,36.9,42.66,4.21,No,No,Female,Employee Referral,6.1,QA,Performance Testing,Startup,Hyderabad,34,Joined
6390,2116390,2024-02-10,No,1,60,E3,21.5,26.36,30.26,33.38,33.38,22.6,40.74,14.8,No,No,Male,Naukri,10.7,Digital,Node.js,Service,Mumbai,35,Declined
6391,2116391,2024-09-04,No,2,75,E2,4.74,5.99,6.44,6.62,6.62,26.37,35.86,7.51,No,No,Female,Naukri,3.4,SAP,SAP ABAP,Startup,Hyderabad,27,Declined
6392,2116392,2025-08-18,No,12,75,E2,16.67,25.46,22.71,23.81,23.81,52.73,36.23,-10.8,No,Yes,Male,Naukri,7.4,Cloud,DevOps,Service,Mumbai,29,Declined
6393,2116393,2024-06-15,No,11,45,M1,13.17,17.53,18.11,18.61,18.61,33.11,37.51,3.31,Yes,No,Male,Campus,9.2,ERS,Autosar,Service,Hyderabad,36,Joined
6394,2116394,2025-07-08,No,9,60,E2,10.69,10.07,13.98,15.22,15.22,-5.8,30.78,38.83,Yes,Yes,Female,LinkedIn,6.1,ERS,Autosar,Product,Hyderabad,30,Joined
6395,2116395,2025-07-22,No,2,60,E2,9.66,13.98,14.81,,14.81,44.72,53.31,5.94,Yes,Yes,Male,Agency,5.7,SAP,SAP MM,Service,Noida,33,Declined
6396,2116396,2025-12-01,No,17,30,E2,15.92,14.94,17.87,,17.87,-6.16,12.25,19.61,No,No,Male,Campus,3.4,SAP,SAP ABAP,Captive,Hyderabad,28,Joined
6397,2116397,2024-12-08,No,14,45,E2,15.35,24.23,17.41,18.76,18.76,57.85,13.42,-28.15,No,No,Other,Employee Referral,7.4,ERS,IoT,Service,Bangalore,30,Joined
6398,2116398,2024-01-21,No,12,90,E3,11.18,15.98,13.97,,13.97,42.93,24.96,-12.58,Yes,No,Female,Employee Referral,4.2,Data,SQL,Consulting,Chennai,31,Joined
6399,2116399,2024-07-06,No,17,90,E2,14.35,19.38,22.56,,22.56,35.05,57.21,16.41,No,Yes,Female,Agency,4.5,Cybersecurity,IAM,Service,Bangalore,32,Joined
6400,2116400,2025-05-07,No,13,30,E2,12.51,16.64,16.69,18.01,18.01,33.01,33.41,0.3,No,No,Male,Naukri,5.1,QA,Selenium,Service,Hyderabad,28,Joined
6401,2116401,2024-02-21,No,4,60,E1,12.7,21.84,14.62,,14.62,71.97,15.12,-33.06,No,No,Female,Direct,4.7,Cloud,Kubernetes,Product,Noida,28,Declined
6402,2116402,2025-05-04,No,15,45,M1,15.37,19.09,21.24,21.94,21.94,24.2,38.19,11.26,No,Yes,Female,LinkedIn,8.1,INFRA,Windows Server,Service,Hyderabad,31,Joined
6403,2116403,2025-05-21,No,5,30,E1,3.09,4.58,3.79,,3.79,48.22,22.65,-17.25,No,No,Female,Naukri,1.6,QA,API Testing,Service,Bangalore,28,Joined
6404,2116404,2024-04-20,No,16,45,E3,18.11,26.22,28.93,,28.93,44.78,59.75,10.34,No,No,Male,LinkedIn,6.8,Digital,Java Spring,Consulting,Noida,28,Joined
6405,2116405,2025-03-23,No,9,30,E2,22.66,31.82,35.75,,35.75,40.42,57.77,12.35,No,No,Male,LinkedIn,9.7,Cybersecurity,SOC,Service,Mumbai,34,Joined
6406,2116406,2025-11-12,No,4,90,E2,9.91,14.47,13.46,,13.46,46.01,35.82,-6.98,No,No,Male,Naukri,4.0,Digital,Java Spring,Service,Chennai,25,Declined
6407,2116407,2024-01-04,No,13,60,M1,21.26,32.8,30.66,31.71,31.71,54.28,44.21,-6.52,No,No,Female,LinkedIn,7.7,Cloud,AWS,Product,Chennai,32,Joined
6408,2116408,2024-08-28,No,17,60,M1,26.45,46.14,32.61,,32.61,74.44,23.29,-29.32,No,No,Female,Naukri,10.3,INFRA,Network,Product,Chennai,32,Joined
6409,2116409,2025-06-20,No,7,60,M2,50.39,80.15,62.91,,62.91,59.06,24.85,-21.51,No,No,Female,LinkedIn,11.5,SAP,SAP Basis,Service,Bangalore,33,Declined
6410,2116410,2024-06-11,Yes,3,30,M1,19.88,21.46,26.64,,26.64,7.95,34.0,24.14,Yes,No,Male,Direct,6.1,Digital,Node.js,Startup,Noida,31,Joined
6411,2116411,2025-04-07,No,11,45,E1,4.65,5.9,7.67,,7.67,26.88,64.95,30.0,No,No,Male,LinkedIn,2.2,QA,Manual Testing,Product,Hyderabad,28,Joined
6412,2116412,2025-03-13,No,15,75,E1,4.79,4.97,6.52,,6.52,3.76,36.12,31.19,No,No,Female,Naukri,3.2,INFRA,Linux Admin,Captive,Pune,28,Joined
6413,2116413,2024-03-11,No,16,90,E2,18.4,24.97,29.01,30.21,30.21,35.71,57.66,16.18,No,No,Male,Employee Referral,5.5,Cybersecurity,SOC,Service,Mumbai,30,Accepted
6414,2116414,2024-02-08,No,20,75,E2,24.79,31.86,36.28,,36.28,28.52,46.35,13.87,No,No,Male,Agency,7.0,Cloud,Azure,Product,Hyderabad,32,Accepted
6415,2116415,2025-12-26,No,10,30,E2,18.68,30.31,26.07,,26.07,62.26,39.56,-13.99,No,No,Female,Direct,6.2,SAP,SAP ABAP,Service,Hyderabad,33,Declined
6416,2116416,2024-12-12,No,2,75,E2,8.55,11.3,11.83,,11.83,32.16,38.36,4.69,No,No,Female,Naukri,3.6,SAP,SAP FICO,Service,Kochi,25,Declined
6417,2116417,2024-09-14,No,13,75,E2,20.64,34.08,27.57,,27.57,65.12,33.58,-19.1,No,No,Male,Agency,5.4,Cloud,Kubernetes,Captive,Bangalore,31,Declined
6418,2116418,2025-10-25,No,15,45,E2,8.59,9.78,12.05,,12.05,13.85,40.28,23.21,No,No,Male,Employee Referral,5.9,ERS,IoT,Startup,Noida,31,Joined
6419,2116419,2025-05-09,No,9,30,E1,11.46,15.0,15.33,,15.33,30.89,33.77,2.2,No,Yes,Male,Direct,2.7,Cloud,Azure,Captive,Hyderabad,26,Joined
6420,2116420,2025-12-01,No,9,45,M1,23.13,30.64,30.54,,30.54,32.47,32.04,-0.33,Yes,No,Female,Naukri,10.4,INFRA,Network,Service,Mumbai,37,Declined
6421,2116421,2025-02-03,No,15,45,E2,12.87,17.97,16.28,,16.28,39.63,26.5,-9.4,Yes,No,Male,Employee Referral,4.1,Cloud,Kubernetes,Service,Bangalore,32,Accepted
6422,2116422,2025-02-28,No,4,30,E3,12.54,17.76,13.08,,13.08,41.63,4.31,-26.35,No,Yes,Male,Naukri,6.7,Cybersecurity,IAM,Service,Pune,32,No Show
6423,2116423,2024-09-14,No,4,90,M1,44.06,52.46,57.09,,57.09,19.06,29.57,8.83,No,Yes,Female,Employee Referral,10.5,Cloud,Kubernetes,Product,Bangalore,36,Declined
6424,2116424,2025-09-24,No,5,90,E3,16.06,20.56,21.12,23.51,23.51,28.02,31.51,2.72,No,No,Female,Employee Referral,10.8,INFRA,Linux Admin,Service,Noida,36,No Show
6425,2116425,2025-10-03,No,8,90,E2,9.92,10.37,13.04,13.6,13.6,4.54,31.45,25.75,No,No,Male,Employee Referral,6.5,INFRA,Network,Service,Kochi,34,Declined
6426,2116426,2024-12-04,No,3,90,E2,11.19,11.92,11.41,,11.41,6.52,1.97,-4.28,No,No,Male,LinkedIn,4.3,Cloud,Azure,Service,Bangalore,30,Declined
6427,2116427,2025-12-15,No,5,90,E2,13.81,16.84,22.25,24.45,24.45,21.94,61.12,32.13,No,No,Male,Agency,4.7,INFRA,Windows Server,Product,Bangalore,30,Joined
6428,2116428,2025-02-12,No,1,30,E3,16.3,21.69,20.78,23.15,23.15,33.07,27.48,-4.2,No,No,Male,Employee Referral,9.7,SAP,SAP Basis,Consulting,Mumbai,34,Declined
6429,2116429,2025-04-20,No,10,30,E1,8.66,11.61,10.89,,10.89,34.06,25.75,-6.2,No,No,Other,Employee Referral,2.5,Digital,React,Product,Mumbai,27,No Show
6430,2116430,2024-02-19,No,6,90,E1,7.39,12.31,8.75,,8.75,66.58,18.4,-28.92,No,No,Female,Agency,1.6,Digital,React,Service,Kochi,26,Declined
6431,2116431,2024-05-24,No,9,90,E3,14.2,24.35,20.15,,20.15,71.48,41.9,-17.25,No,No,Female,Direct,9.4,Cloud,Kubernetes,Service,Hyderabad,33,Declined
6432,2116432,2024-10-01,No,9,30,E1,7.54,9.19,10.03,10.32,10.32,21.88,33.02,9.14,No,No,Male,LinkedIn,4.9,QA,Performance Testing,Product,Mumbai,29,Declined
6433,2116433,2025-04-15,No,15,90,E2,9.85,16.79,10.96,11.35,11.35,70.46,11.27,-34.72,No,No,Male,Campus,9.1,QA,API Testing,Service,Kochi,36,Declined
6434,2116434,2025-10-12,No,16,60,E2,14.24,20.76,19.96,21.18,21.18,45.79,40.17,-3.85,No,No,Female,Employee Referral,2.7,SAP,SAP FICO,Product,Hyderabad,29,Joined
6435,2116435,2025-07-29,No,12,90,E2,18.77,25.59,22.47,,22.47,36.33,19.71,-12.19,Yes,Yes,Female,Employee Referral,5.4,Cloud,Kubernetes,Service,Mumbai,28,Accepted
6436,2116436,2025-01-16,No,18,75,E2,7.49,9.94,9.26,10.09,10.09,32.71,23.63,-6.84,No,Yes,Female,Employee Referral,4.8,QA,Selenium,Captive,Noida,29,Joined
6437,2116437,2025-12-21,No,9,90,M1,41.37,60.32,55.89,60.37,60.37,45.81,35.1,-7.34,No,Yes,Female,Campus,9.4,SAP,SAP Basis,Product,Noida,29,Joined
6438,2116438,2025-02-24,No,4,60,E2,20.41,21.91,29.04,32.09,32.09,7.35,42.28,32.54,Yes,No,Female,Naukri,7.9,Data,Data Engineering,Product,Bangalore,32,Declined
6439,2116439,2024-09-12,No,12,30,E2,14.17,21.49,20.71,21.54,21.54,51.66,46.15,-3.63,No,No,Male,Employee Referral,7.4,INFRA,Linux Admin,Product,Hyderabad,33,Joined
6440,2116440,2024-09-29,No,9,60,E1,4.97,5.33,6.27,6.47,6.47,7.24,26.16,17.64,No,No,Other,Agency,1.6,ERS,Embedded C,Service,Kochi,26,Joined
6441,2116441,2025-09-24,No,4,75,E3,23.49,36.05,38.23,,38.23,53.47,62.75,6.05,Yes,No,Female,Employee Referral,9.6,Cloud,AWS,Startup,Bangalore,31,Declined
6442,2116442,2024-02-23,No,16,45,E2,14.14,20.74,18.32,20.34,20.34,46.68,29.56,-11.67,No,Yes,Female,Direct,8.2,QA,Manual Testing,Consulting,Bangalore,34,Declined
6443,2116443,2024-09-26,No,12,60,E2,17.25,23.49,25.34,26.61,26.61,36.17,46.9,7.88,No,No,Male,Employee Referral,7.8,Cloud,Kubernetes,Service,Pune,31,Declined
6444,2116444,2025-10-28,Yes,12,90,E1,6.98,8.51,10.53,11.6,11.6,21.92,50.86,23.74,Yes,No,Male,Agency,3.5,INFRA,Windows Server,Product,Kochi,29,Joined
6445,2116445,2025-05-13,No,4,60,E3,18.17,31.06,22.25,24.44,24.44,70.94,22.45,-28.36,No,Yes,Male,Naukri,6.9,INFRA,Network,Consulting,Hyderabad,30,Declined
6446,2116446,2024-04-26,No,3,30,M1,16.87,26.03,21.82,22.75,22.75,54.3,29.34,-16.17,No,Yes,Male,LinkedIn,7.3,Cybersecurity,GRC,Product,Noida,32,Joined
6447,2116447,2024-01-14,No,1,75,E2,14.17,20.62,21.54,22.42,22.42,45.52,52.01,4.46,No,No,Female,Employee Referral,3.4,SAP,SAP MM,Product,Pune,25,Declined
6448,2116448,2025-10-10,Yes,10,75,E2,12.59,18.07,15.02,,15.02,43.53,19.3,-16.88,No,Yes,Female,LinkedIn,6.0,QA,Selenium,Product,Chennai,29,Joined
6449,2116449,2025-12-08,No,8,90,E1,10.6,14.76,18.21,,18.21,39.25,71.79,23.37,No,Yes,Female,Employee Referral,2.9,Cybersecurity,Penetration Testing,Service,Pune,25,Accepted
6450,2116450,2025-08-20,Yes,2,90,E3,12.91,20.9,18.91,19.33,19.33,61.89,46.48,-9.52,No,No,Female,Direct,6.6,Digital,Node.js,Service,Chennai,33,Declined
6451,2116451,2024-10-12,No,8,90,E3,12.36,18.24,17.38,19.13,19.13,47.57,40.61,-4.71,No,No,Other,LinkedIn,9.0,INFRA,Network,Service,Kochi,30,Declined
6452,2116452,2025-09-13,No,19,45,E1,6.68,9.66,9.32,,9.32,44.61,39.52,-3.52,No,No,Male,Naukri,1.3,Cybersecurity,SOC,Captive,Noida,30,Joined
6453,2116453,2025-11-11,No,5,75,E1,4.07,5.19,5.51,,5.51,27.52,35.38,6.17,No,No,Male,Direct,0.8,INFRA,Network,Consulting,Kochi,28,Declined
6454,2116454,2025-04-25,Yes,23,90,E2,10.15,16.77,14.28,,14.28,65.22,40.69,-14.85,No,No,Male,LinkedIn,5.3,QA,Manual Testing,Startup,Bangalore,30,Joined
6455,2116455,2025-05-03,Yes,5,30,E2,10.27,14.63,12.84,,12.84,42.45,25.02,-12.24,No,No,Male,Agency,3.1,QA,Manual Testing,Service,Mumbai,24,Declined
6456,2116456,2025-04-10,No,16,60,E3,24.37,38.95,29.47,,29.47,59.83,20.93,-24.34,No,No,Male,Naukri,6.7,Cybersecurity,Penetration Testing,Product,Chennai,35,Joined
6457,2116457,2025-07-04,No,1,60,E3,24.93,41.44,28.44,30.66,30.66,66.23,14.08,-31.37,No,No,Female,Employee Referral,7.4,Cloud,DevOps,Service,Pune,30,Declined
6458,2116458,2025-07-19,No,8,45,E3,20.06,27.7,25.13,,25.13,38.09,25.27,-9.28,Yes,Yes,Male,Campus,9.2,Cybersecurity,Penetration Testing,Service,Kochi,32,Declined
6459,2116459,2025-08-02,No,18,60,E2,17.17,26.88,21.65,,21.65,56.55,26.09,-19.46,No,Yes,Female,LinkedIn,6.8,Cybersecurity,SOC,Service,Bangalore,33,No Show
6460,2116460,2024-02-29,No,13,45,E1,10.78,15.4,14.96,16.68,16.68,42.86,38.78,-2.86,No,No,Female,Naukri,5.6,ERS,Autosar,Startup,Kochi,28,Declined
6461,2116461,2024-11-11,No,9,30,E3,17.34,21.31,21.05,22.7,22.7,22.9,21.4,-1.22,No,Yes,Male,Employee Referral,6.0,INFRA,Windows Server,Captive,Bangalore,33,Joined
6462,2116462,2024-12-06,No,19,75,E2,15.89,20.59,19.71,,19.71,29.58,24.04,-4.27,No,Yes,Female,Campus,6.3,SAP,SAP ABAP,Product,Noida,34,Joined
6463,2116463,2024-06-14,No,16,45,E2,11.0,12.15,14.86,15.64,15.64,10.45,35.09,22.3,No,Yes,Female,LinkedIn,3.8,SAP,SAP FICO,Service,Mumbai,29,Joined
6464,2116464,2024-11-17,No,1,75,E2,7.88,13.57,12.51,,12.51,72.21,58.76,-7.81,Yes,No,Male,Employee Referral,3.3,Digital,Node.js,Product,Kochi,30,No Show
6465,2116465,2025-08-31,Yes,1,75,E2,8.3,12.34,9.89,,9.89,48.67,19.16,-19.85,No,No,Male,LinkedIn,3.5,Cloud,AWS,Service,Pune,31,Declined
6466,2116466,2025-06-23,No,5,60,E3,18.96,24.67,27.83,29.72,29.72,30.12,46.78,12.81,No,No,Male,Employee Referral,5.4,SAP,SAP MM,Service,Hyderabad,30,No Show
6467,2116467,2024-07-10,No,7,90,E2,13.25,20.01,17.45,18.95,18.95,51.02,31.7,-12.79,No,No,Male,Direct,5.2,Cloud,Kubernetes,Service,Chennai,28,Declined
6468,2116468,2025-04-21,No,20,75,E2,16.43,25.2,23.34,,23.34,53.38,42.06,-7.38,No,Yes,Female,Naukri,6.1,SAP,SAP FICO,Product,Pune,32,Joined
6469,2116469,2024-06-10,No,13,60,E1,7.56,9.46,9.99,10.85,10.85,25.13,32.14,5.6,No,No,Female,Campus,1.2,Cloud,Azure,Captive,Chennai,25,Declined
6470,2116470,2024-11-04,No,12,75,E1,8.02,12.59,11.71,,11.71,56.98,46.01,-6.99,No,No,Female,Agency,2.5,Data,Data Engineering,Captive,Chennai,25,Declined
6471,2116471,2024-11-23,No,19,75,E3,10.97,14.44,15.88,17.41,17.41,31.63,44.76,9.97,No,Yes,Female,LinkedIn,10.7,QA,Selenium,Service,Mumbai,36,Joined
6472,2116472,2024-04-19,No,9,30,E3,24.48,37.99,33.9,36.44,36.44,55.19,38.48,-10.77,No,No,Male,Naukri,7.8,ERS,Embedded C,Product,Hyderabad,33,Declined
6473,2116473,2025-06-16,No,10,90,E1,10.61,13.56,13.27,,13.27,27.8,25.07,-2.14,Yes,No,Male,Direct,5.3,INFRA,Windows Server,Startup,Hyderabad,29,No Show
6474,2116474,2024-10-31,No,7,60,E2,8.42,8.38,11.05,,11.05,-0.48,31.24,31.86,No,No,Male,LinkedIn,8.6,ERS,Autosar,Product,Noida,35,No Show
6475,2116475,2025-08-17,No,9,45,E1,8.11,8.84,10.35,,10.35,9.0,27.62,17.08,No,No,Female,Employee Referral,0.8,ERS,VLSI,Product,Mumbai,23,Joined
6476,2116476,2025-04-19,Yes,15,60,E1,7.15,9.34,9.65,10.1,10.1,30.63,34.97,3.32,No,Yes,Female,LinkedIn,3.6,Digital,Node.js,Startup,Chennai,29,Joined
6477,2116477,2024-12-29,No,6,75,E2,8.14,11.82,13.07,,13.07,45.21,60.57,10.58,No,No,Female,Agency,7.7,QA,API Testing,Service,Pune,31,Joined
6478,2116478,2025-12-21,No,13,30,E2,7.82,10.66,11.4,,11.4,36.32,45.78,6.94,No,No,Female,Naukri,3.3,ERS,Autosar,Consulting,Kochi,29,Joined
6479,2116479,2024-09-26,No,13,60,E2,12.05,12.13,15.53,,15.53,0.66,28.88,28.03,No,No,Male,Employee Referral,4.0,Cloud,AWS,Service,Chennai,26,No Show
6480,2116480,2024-08-19,No,8,90,E3,9.76,13.5,12.9,13.38,13.38,38.32,32.17,-4.44,No,No,Male,LinkedIn,5.5,ERS,VLSI,Service,Mumbai,28,No Show
6481,2116481,2024-07-12,Yes,5,75,E2,14.2,17.92,16.56,17.64,17.64,26.2,16.62,-7.59,No,Yes,Male,Agency,4.8,Cybersecurity,SOC,Service,Mumbai,30,Declined
6482,2116482,2025-03-13,Yes,16,75,E2,12.55,18.29,18.1,19.35,19.35,45.74,44.22,-1.04,No,No,Male,Employee Referral,7.2,SAP,SAP MM,Consulting,Hyderabad,33,Joined
6483,2116483,2024-08-09,No,1,30,E3,18.56,27.99,21.66,22.47,22.47,50.81,16.7,-22.62,No,No,Female,Agency,6.2,Data,Data Engineering,Startup,Hyderabad,29,No Show
6484,2116484,2025-11-20,Yes,14,75,E2,16.4,23.96,25.62,28.65,28.65,46.1,56.22,6.93,No,No,Male,Naukri,9.6,Digital,Python,Product,Noida,34,Joined
6485,2116485,2025-02-19,No,7,60,M1,27.84,47.54,32.27,,32.27,70.76,15.91,-32.12,No,No,Male,Agency,10.4,Cloud,Kubernetes,Service,Chennai,34,Declined
6486,2116486,2024-03-25,No,14,90,M1,24.19,33.32,35.62,39.41,39.41,37.74,47.25,6.9,No,No,Male,Employee Referral,10.4,QA,API Testing,Startup,Mumbai,36,Joined
6487,2116487,2024-07-28,No,20,75,E2,14.23,22.38,17.74,18.86,18.86,57.27,24.67,-20.73,No,No,Female,Naukri,6.5,ERS,Autosar,Captive,Noida,31,No Show
6488,2116488,2025-01-16,No,13,60,E2,7.43,10.45,11.14,12.4,12.4,40.65,49.93,6.6,Yes,No,Male,Employee Referral,3.3,QA,Performance Testing,Service,Chennai,32,Joined
6489,2116489,2025-09-19,No,12,30,M2,28.87,30.37,39.01,,39.01,5.2,35.12,28.45,Yes,No,Female,Employee Referral,10.7,Data,SQL,Consulting,Pune,35,Joined
6490,2116490,2024-12-11,No,22,75,E2,18.36,24.9,27.97,29.8,29.8,35.62,52.34,12.33,No,No,Male,Employee Referral,8.9,Cloud,DevOps,Service,Pune,37,Accepted
6491,2116491,2025-02-18,No,17,90,E1,9.18,13.67,13.3,14.61,14.61,48.91,44.88,-2.71,No,Yes,Male,Direct,2.9,Data,ML,Product,Mumbai,27,Declined
6492,2116492,2025-10-23,No,7,75,E2,14.07,16.73,21.36,,21.36,18.91,51.81,27.67,No,Yes,Male,Employee Referral,5.5,Digital,React,Product,Pune,30,No Show
6493,2116493,2025-10-03,No,14,60,E1,14.38,18.76,19.1,20.32,20.32,30.46,32.82,1.81,No,No,Male,Naukri,3.5,Digital,Python,Captive,Bangalore,26,Declined
6494,2116494,2024-11-19,No,12,75,M1,21.23,33.53,27.8,,27.8,57.94,30.95,-17.09,No,Yes,Male,LinkedIn,7.7,INFRA,Network,Captive,Bangalore,33,Declined
